0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,label
0.0,0.0,0.7054890394210815,-0.17220033705234528,1.3440783023834229,-0.8453047275543213,1.5901291370391846,-1.5626099109649658,1.7313193082809448,-2.2051682472229004,1.1178721189498901,-1.6469589471817017,1.2421603202819824,-2.125663995742798,1.0757153034210205,-1.543329119682312,0.9482995867729187,-0.9886661767959595,0.7007483839988708,-1.7571901082992554,0.8056579828262329,-2.174626350402832,0.6748994588851929,-1.4177606105804443,0.605999231338501,-0.7954543828964233,0.2796466052532196,-1.765470027923584,0.346701443195343,-2.171473503112793,0.304973304271698,-1.3641574382781982,0.31195005774497986,-0.7627652883529663,-0.16245710849761963,-1.6702066659927368,-0.07398021221160889,-1.9677444696426392,-0.028124062344431877,-1.35325288772583,0.024500306695699692,-0.8863024115562439,A
0.0,0.0,0.7281745672225952,-0.20627988874912262,1.3668190240859985,-0.9138360023498535,1.5966366529464722,-1.6434708833694458,1.7213265895843506,-2.303983211517334,1.1344447135925293,-1.7105541229248047,1.2420711517333984,-2.131343126296997,1.0857795476913452,-1.5349650382995605,0.9704768061637878,-0.9713292717933655,0.7005479335784912,-1.8210477828979492,0.8126349449157715,-2.1975655555725098,0.683419406414032,-1.4351023435592651,0.6092371940612793,-0.7929770946502686,0.26587480306625366,-1.8298183679580688,0.32561013102531433,-2.192512035369873,0.28659701347351074,-1.3659969568252563,0.2935653030872345,-0.7396497130393982,-0.18764165043830872,-1.7362996339797974,-0.09497252106666565,-2.0006608963012695,-0.03867916762828827,-1.3790779113769531,0.019121268764138222,-0.9018183350563049,A
0.0,0.0,0.7057852149009705,-0.1575050950050354,1.355517029762268,-0.8417599201202393,1.6023792028427124,-1.5724983215332031,1.731594204902649,-2.241502285003662,1.1296710968017578,-1.6611720323562622,1.257055401802063,-2.1092660427093506,1.085372805595398,-1.5130186080932617,0.9530776739120483,-0.959743320941925,0.706753671169281,-1.7771151065826416,0.8138454556465149,-2.1821765899658203,0.6787946224212646,-1.4171711206436157,0.6125367283821106,-0.7904310822486877,0.27715161442756653,-1.7901365756988525,0.3400980830192566,-2.178668260574341,0.29709866642951965,-1.3496226072311401,0.30952003598213196,-0.7397298812866211,-0.17151162028312683,-1.6995735168457031,-0.08422189205884933,-1.978089690208435,-0.039268236607313156,-1.3390209674835205,0.01880645379424095,-0.8618621826171875,A
0.0,0.0,0.7461978197097778,-0.20779722929000854,1.4044965505599976,-0.9556013941764832,1.653887391090393,-1.7218464612960815,1.7644840478897095,-2.4199678897857666,1.1517030000686646,-1.8146709203720093,1.2726997137069702,-2.211613655090332,1.108999252319336,-1.5693868398666382,0.9816511273384094,-0.978018045425415,0.6937860250473022,-1.9266390800476074,0.8001511693000793,-2.276238203048706,0.6821438670158386,-1.461147665977478,0.6145252585411072,-0.7888855934143066,0.23847489058971405,-1.9219430685043335,0.2944430112838745,-2.2569034099578857,0.2790094017982483,-1.3939645290374756,0.29770660400390625,-0.7477456331253052,-0.23017346858978271,-1.8057105541229248,-0.14213702082633972,-2.03287935256958,-0.07143505662679672,-1.380600929260254,-0.0019287938484922051,-0.8919205665588379,A
0.0,0.0,0.752201497554779,-0.1778227835893631,1.4390543699264526,-0.9047769904136658,1.6934359073638916,-1.6819067001342773,1.8007255792617798,-2.4018807411193848,1.157406210899353,-1.8029224872589111,1.296125888824463,-2.221163272857666,1.1234755516052246,-1.5719337463378906,0.9806179404258728,-0.9757591485977173,0.7024956345558167,-1.9282872676849365,0.8107267022132874,-2.2954459190368652,0.67912757396698,-1.4639523029327393,0.6116163730621338,-0.7911428809165955,0.24649441242218018,-1.9313410520553589,0.2992890179157257,-2.2724125385284424,0.27679821848869324,-1.3941203355789185,0.30326521396636963,-0.7555984854698181,-0.2222757339477539,-1.8156828880310059,-0.14377550780773163,-2.0314292907714844,-0.07678014039993286,-1.3580596446990967,0.003234175033867359,-0.8748282790184021,A
0.0,0.0,0.738486647605896,-0.16733011603355408,1.4038047790527344,-0.8949056267738342,1.6709411144256592,-1.6638766527175903,1.7859625816345215,-2.3826823234558105,1.1641367673873901,-1.8014096021652222,1.2742851972579956,-2.1907224655151367,1.1082968711853027,-1.5494149923324585,0.9791426062583923,-0.9576670527458191,0.7076819539070129,-1.9350638389587402,0.8039650917053223,-2.2796273231506348,0.6759926080703735,-1.4649572372436523,0.609184741973877,-0.7930168509483337,0.2515052556991577,-1.9438471794128418,0.29232606291770935,-2.2417502403259277,0.2666529715061188,-1.377545714378357,0.29089945554733276,-0.739134669303894,-0.21323303878307343,-1.8368369340896606,-0.13650253415107727,-2.025315999984741,-0.07099452614784241,-1.3727498054504395,0.006346101872622967,-0.8968684673309326,A
0.0,0.0,0.7637671232223511,-0.17018447816371918,1.4538023471832275,-0.907542884349823,1.717686414718628,-1.703548550605774,1.832235336303711,-2.4486608505249023,1.1883660554885864,-1.869009017944336,1.3106378316879272,-2.252150297164917,1.1361640691757202,-1.582828402519226,0.9936184287071228,-0.9706603288650513,0.7169552445411682,-2.0112051963806152,0.821212649345398,-2.323356866836548,0.6792856454849243,-1.4803590774536133,0.6054419279098511,-0.7958776354789734,0.24607333540916443,-2.017040729522705,0.2884564697742462,-2.2917184829711914,0.2621312439441681,-1.411289930343628,0.29127588868141174,-0.7634192705154419,-0.23085597157478333,-1.8949260711669922,-0.15560689568519592,-2.0797948837280273,-0.0908832848072052,-1.4063894748687744,-0.008192237466573715,-0.9183662533760071,A
0.0,0.0,0.7542062401771545,-0.17370571196079254,1.4182250499725342,-0.9195156097412109,1.6610931158065796,-1.6900721788406372,1.7798664569854736,-2.3958866596221924,1.1493359804153442,-1.8316487073898315,1.2717686891555786,-2.2033143043518066,1.106754183769226,-1.556672215461731,0.9763069152832031,-0.9662028551101685,0.6828198432922363,-1.9656238555908203,0.7913824915885925,-2.2672011852264404,0.6686175465583801,-1.4567006826400757,0.6080750823020935,-0.7938680052757263,0.2226257473230362,-1.9621609449386597,0.27335718274116516,-2.2302141189575195,0.2567298710346222,-1.379946231842041,0.2895320653915405,-0.748664915561676,-0.23724737763404846,-1.8339921236038208,-0.1588461548089981,-2.002793312072754,-0.085617296397686,-1.3676270246505737,8.236155554186553e-05,-0.9022886157035828,A
0.0,0.0,0.75039142370224,-0.1749158799648285,1.432393193244934,-0.9199357628822327,1.6913752555847168,-1.7003597021102905,1.811157464981079,-2.421937942504883,1.1580300331115723,-1.8793483972549438,1.2790634632110596,-2.2215638160705566,1.1169582605361938,-1.5577983856201172,0.9848613739013672,-0.9623793959617615,0.6870307922363281,-2.014753818511963,0.796231210231781,-2.2857773303985596,0.6735274791717529,-1.4584150314331055,0.6105464696884155,-0.7919687628746033,0.223667174577713,-2.0086677074432373,0.27684149146080017,-2.248279571533203,0.25913354754447937,-1.3841373920440674,0.28914523124694824,-0.7498942017555237,-0.2393176108598709,-1.876037359237671,-0.15599019825458527,-2.0073413848876953,-0.08213238418102264,-1.3520201444625854,0.004196356050670147,-0.8822535276412964,A
0.0,0.0,0.7808286547660828,-0.17736658453941345,1.4925339221954346,-0.9400109648704529,1.7575337886810303,-1.7475296258926392,1.8780102729797363,-2.492873430252075,1.200607419013977,-1.933640718460083,1.3168784379959106,-2.28895902633667,1.156934380531311,-1.600036382675171,1.0209490060806274,-0.980975329875946,0.713426947593689,-2.074023485183716,0.81839919090271,-2.3382408618927,0.6909065842628479,-1.4705010652542114,0.620456337928772,-0.7842287421226501,0.23584407567977905,-2.064730405807495,0.28681671619415283,-2.3369994163513184,0.271707683801651,-1.4356595277786255,0.30063724517822266,-0.7753199338912964,-0.24196888506412506,-1.9202131032943726,-0.16262519359588623,-2.0883121490478516,-0.08944636583328247,-1.3944978713989258,-0.004127967171370983,-0.8960901498794556,A
